Journey_ID,Ticket_ID,Date_of_Journey,Departure_Station,Departure_Station,Departure_Time,Arrival_Time,Actual_Arrival_Time,Journey_Status,Reason_for_Delay
266,268,1/2/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
267,269,1/3/2024,Liverpool Lime Street,London Euston,30:00.0,45:00.0,14:00.0,Delayed,Staffing
268,270,1/2/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
269,271,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
270,272,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
271,273,1/3/2024,York,Edinburgh,45:00.0,15:00.0,15:00.0,On-time,NULL
272,274,1/3/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
273,275,1/3/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
274,276,1/3/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,NULL,Cancelled,Weather Conditions
275,277,1/3/2024,Reading,London Paddington,30:00.0,55:00.0,55:00.0,On-time,NULL
276,278,1/3/2024,Reading,London Paddington,30:00.0,55:00.0,55:00.0,On-time,NULL
277,279,1/3/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,NULL,Cancelled,Weather Conditions
278,280,1/2/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
279,281,1/2/2024,Birmingham New Street,Stafford,45:00.0,15:00.0,15:00.0,On-time,NULL
280,282,1/2/2024,Birmingham New Street,Tamworth,45:00.0,05:00.0,05:00.0,On-time,NULL
281,283,1/2/2024,London St Pancras,Wolverhampton,45:00.0,15:00.0,15:00.0,On-time,NULL
282,284,1/3/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
283,285,1/2/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
284,286,1/2/2024,London Euston,Manchester Piccadilly,45:00.0,35:00.0,35:00.0,On-time,NULL
285,287,1/2/2024,Liverpool Lime Street,Crewe,45:00.0,20:00.0,20:00.0,On-time,NULL
286,288,1/2/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
287,289,1/2/2024,London St Pancras,Wolverhampton,45:00.0,15:00.0,15:00.0,On-time,NULL
288,290,1/3/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
289,291,1/3/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
290,292,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
291,293,1/3/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
292,294,1/3/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
293,295,1/3/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
294,296,1/2/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
295,297,1/3/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
296,298,1/3/2024,Birmingham New Street,Manchester Piccadilly,15:00.0,35:00.0,35:00.0,On-time,NULL
297,299,1/3/2024,Liverpool Lime Street,Leeds,30:00.0,00:00.0,00:00.0,On-time,NULL
298,300,1/2/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
299,301,1/3/2024,Manchester Piccadilly,London Kings Cross,30:00.0,45:00.0,45:00.0,On-time,NULL
300,302,1/3/2024,Liverpool Lime Street,London Euston,30:00.0,45:00.0,10:00.0,Delayed,Technical Issue
301,303,1/3/2024,Liverpool Lime Street,Leeds,30:00.0,00:00.0,00:00.0,On-time,NULL
302,304,1/2/2024,London St Pancras,Leicester,45:00.0,45:00.0,45:00.0,On-time,NULL
303,305,1/2/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
304,306,1/2/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
305,307,1/3/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
306,308,1/2/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
307,309,1/3/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
308,310,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
309,311,1/3/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
310,312,1/3/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
311,313,1/2/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
312,314,1/2/2024,London Kings Cross,Liverpool Lime Street,15:00.0,30:00.0,30:00.0,On-time,NULL
313,315,1/3/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
314,316,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
315,317,1/3/2024,Reading,Swindon,45:00.0,30:00.0,30:00.0,On-time,NULL
316,318,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,NULL,Cancelled,Staff Shortage
317,319,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
318,320,1/3/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,NULL,Cancelled,Technical Issue
319,321,1/3/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
320,322,1/2/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
321,323,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
322,324,1/2/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
323,325,1/3/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
324,326,1/2/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,NULL,Cancelled,Staff Shortage
325,327,1/3/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
326,328,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,NULL,Cancelled,Staff Shortage
327,329,1/3/2024,Birmingham New Street,Tamworth,45:00.0,05:00.0,05:00.0,On-time,NULL
328,330,1/3/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
329,331,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,NULL,Cancelled,Staff Shortage
330,332,1/3/2024,Birmingham New Street,Nuneaton,45:00.0,05:00.0,05:00.0,On-time,NULL
331,333,1/3/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
332,334,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,NULL,Cancelled,Staff Shortage
333,335,1/3/2024,Birmingham New Street,Nuneaton,45:00.0,05:00.0,05:00.0,On-time,NULL
334,336,1/3/2024,Birmingham New Street,Nuneaton,45:00.0,05:00.0,05:00.0,On-time,NULL
335,337,1/3/2024,London Euston,Manchester Piccadilly,45:00.0,35:00.0,35:00.0,On-time,NULL
336,338,1/3/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
337,339,1/3/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
338,340,1/3/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
339,341,1/3/2024,Birmingham New Street,Stafford,45:00.0,15:00.0,15:00.0,On-time,NULL
340,342,1/3/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
341,343,1/3/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
342,344,1/2/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
343,345,1/2/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
344,346,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
345,347,1/3/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
346,348,1/3/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
347,349,1/3/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
348,350,1/3/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
349,351,1/3/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
350,352,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
351,353,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
352,354,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
353,355,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
354,356,1/3/2024,Birmingham New Street,London St Pancras,15:00.0,35:00.0,NULL,Cancelled,Staff Shortage
355,357,1/3/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
356,358,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
357,359,1/3/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
358,360,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
359,361,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
360,362,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
361,363,1/3/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
362,364,1/3/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
363,365,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
364,366,1/3/2024,London Euston,Manchester Piccadilly,30:00.0,20:00.0,20:00.0,On-time,NULL
365,367,1/3/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
366,368,1/3/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
367,369,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
368,370,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
369,371,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
370,372,1/3/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
371,373,1/3/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
372,374,1/3/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
373,375,1/4/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
374,376,1/3/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
375,377,1/3/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
376,378,1/3/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
377,379,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
378,380,1/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
379,381,1/3/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
380,382,1/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
381,383,1/3/2024,Birmingham New Street,Reading,30:00.0,00:00.0,00:00.0,On-time,NULL
382,384,1/3/2024,York,Durham,30:00.0,20:00.0,32:00.0,Delayed,Weather Conditions
383,385,1/3/2024,York,Birmingham New Street,45:00.0,00:00.0,00:00.0,On-time,NULL
384,386,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
385,387,1/3/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,NULL,Cancelled,Weather
386,388,1/3/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,NULL,Cancelled,Weather
387,389,1/4/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
388,390,1/4/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
389,391,1/4/2024,York,Durham,45:00.0,35:00.0,NULL,Cancelled,Signal failure
390,392,1/4/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
391,393,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
392,394,1/3/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
393,395,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
394,396,1/4/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
395,397,1/4/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
396,398,1/4/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
397,399,1/3/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
398,400,1/3/2024,Reading,Didcot,15:00.0,30:00.0,30:00.0,On-time,NULL
399,401,1/3/2024,Reading,Oxford,15:00.0,40:00.0,40:00.0,On-time,NULL
400,402,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,NULL,Cancelled,Signal Failure
401,403,1/3/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
402,404,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,NULL,Cancelled,Signal Failure
403,405,1/3/2024,York,Doncaster,30:00.0,00:00.0,00:00.0,On-time,NULL
404,406,1/3/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
405,407,1/3/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
406,408,1/3/2024,York,Doncaster,30:00.0,00:00.0,00:00.0,On-time,NULL
407,409,1/3/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
408,410,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
409,411,1/3/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
410,412,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
411,413,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
412,414,1/4/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
413,415,1/3/2024,Birmingham New Street,London St Pancras,00:00.0,20:00.0,20:00.0,On-time,NULL
414,416,1/4/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
415,417,1/3/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
416,418,1/4/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
417,419,1/4/2024,Manchester Piccadilly,London Paddington,30:00.0,45:00.0,45:00.0,On-time,NULL
418,420,1/3/2024,Reading,Swindon,30:00.0,15:00.0,15:00.0,On-time,NULL
419,421,1/3/2024,Reading,Swindon,30:00.0,15:00.0,15:00.0,On-time,NULL
420,422,1/3/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
421,423,1/4/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
422,424,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
423,425,1/3/2024,York,Doncaster,30:00.0,00:00.0,00:00.0,On-time,NULL
424,426,1/3/2024,Reading,Swindon,30:00.0,15:00.0,15:00.0,On-time,NULL
425,427,1/3/2024,Reading,Swindon,30:00.0,15:00.0,15:00.0,On-time,NULL
426,428,1/3/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
427,429,1/3/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
428,430,1/3/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
429,431,1/3/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,09:00.0,Delayed,Weather
430,432,1/3/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,09:00.0,Delayed,Weather
431,433,1/3/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,09:00.0,Delayed,Weather
432,434,1/3/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,09:00.0,Delayed,Weather
433,435,1/3/2024,Birmingham New Street,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
434,436,1/3/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
435,437,1/3/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
436,438,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
437,439,1/3/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
438,440,1/3/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
439,441,1/4/2024,London Kings Cross,Liverpool Lime Street,45:00.0,00:00.0,00:00.0,On-time,NULL
440,442,1/3/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
441,443,1/3/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
442,444,1/3/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
443,445,1/3/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
444,446,1/3/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
445,447,1/3/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
446,448,1/4/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,39:00.0,Delayed,Signal Failure
447,449,1/3/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
448,450,1/3/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
449,451,1/3/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
450,452,1/3/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
451,453,1/3/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
452,454,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
453,455,1/4/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
454,456,1/4/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
455,457,1/4/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
456,458,1/3/2024,London Kings Cross,Edinburgh Waverley,00:00.0,20:00.0,20:00.0,On-time,NULL
457,459,1/4/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
458,460,1/3/2024,London Kings Cross,Edinburgh Waverley,00:00.0,20:00.0,20:00.0,On-time,NULL
459,461,1/4/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
460,462,1/4/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
461,463,1/4/2024,London Euston,Manchester Piccadilly,30:00.0,20:00.0,NULL,Cancelled,Weather
462,464,1/4/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
463,465,1/4/2024,York,Doncaster,30:00.0,00:00.0,00:00.0,On-time,NULL
464,466,1/4/2024,Birmingham New Street,Nuneaton,30:00.0,50:00.0,50:00.0,On-time,NULL
465,467,1/4/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
466,468,1/4/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
467,469,1/4/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
468,470,1/4/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
469,471,1/4/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
470,472,1/4/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
471,473,1/4/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
472,474,1/4/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
473,475,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
474,476,1/4/2024,London Paddington,London Waterloo,30:00.0,00:00.0,00:00.0,On-time,NULL
475,477,1/4/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
476,478,1/4/2024,London Kings Cross,York,30:00.0,20:00.0,NULL,Cancelled,Signal failure
477,479,1/3/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
478,480,1/4/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
479,481,1/3/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
480,482,1/4/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,NULL,Cancelled,Weather
481,483,1/3/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
482,484,1/4/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,NULL,Cancelled,Weather
483,485,1/4/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
484,486,1/4/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,NULL,Cancelled,Weather
485,487,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,24:00.0,Delayed,Staff Shortage
486,488,1/4/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,NULL,Cancelled,Weather
487,489,1/4/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,NULL,Cancelled,Weather
488,490,1/4/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
489,491,1/4/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,NULL,Cancelled,Weather
490,492,1/3/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,24:00.0,Delayed,Staff Shortage
491,493,1/4/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,NULL,Cancelled,Weather
492,494,1/3/2024,Manchester Piccadilly,York,00:00.0,30:00.0,30:00.0,On-time,NULL
493,495,1/4/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
494,496,1/4/2024,London Euston,Manchester Piccadilly,45:00.0,35:00.0,35:00.0,On-time,NULL
495,497,1/3/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
496,498,1/4/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
497,499,1/3/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
498,500,1/4/2024,Manchester Piccadilly,Leeds,00:00.0,45:00.0,33:00.0,Delayed,Signal Failure
499,501,1/4/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
500,502,1/3/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
501,503,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,12:00.0,Delayed,Technical Issue
502,504,1/4/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
503,505,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
504,506,1/4/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
505,507,1/3/2024,London Paddington,Reading,45:00.0,45:00.0,NULL,Cancelled,Technical Issue
506,508,1/3/2024,London Paddington,Reading,45:00.0,45:00.0,NULL,Cancelled,Technical Issue
507,509,1/3/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
508,510,1/4/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
